,student_id,language,overall_score,exam_score,raw_sentence,error_type,error_length,correction_length,correct_error_index,correct_sentence,correct_trigram,correct_trigram_tags,correct_trigram_deps,correct_trigram_poss,correct_trigram_tag_0,correct_trigram_tag_1,correct_trigram_tag_2,correct_trigram_dep_0,correct_trigram_dep_1,correct_trigram_dep_2,incorrect_error_index,incorrect_sentence,incorrect_trigram,incorrect_trigram_tags,incorrect_trigram_deps,incorrect_trigram_poss,incorrect_trigram_tag_0,incorrect_trigram_tag_1,incorrect_trigram_tag_2,incorrect_trigram_dep_0,incorrect_trigram_dep_1,incorrect_trigram_dep_2,0_0_tag,0_1_tag,0_2_tag,1_0_tag,1_1_tag,1_2_tag,2_0_tag,2_1_tag,2_2_tag,0_0_dep,0_1_dep,0_2_dep,1_0_dep,1_1_dep,1_2_dep,2_0_dep,2_1_dep,2_2_dep
922,TR1031*0100*2000*01,Chinese,23.0,2.2,"Sometimes, when you <NS type=""TV""><i>shopping</i><c>shop</c></NS> <NS type=""R"">on the street</NS>, you will see a lot of things that you like, and you can't buy <NS type=""AGA""><i>it</i><c>them</c></NS> <NS type=""RY"">once</NS>, <NS type=""MY""><c>then</c></NS> <NS type=""W""><i>you will feel very sad maybe</i><c>maybe you will feel very sad</c></NS>. <NS type=""R"">And then, you may save money for the things you like, nothing to do, just for the poor things what you like so</NS> funny<NS type=""MP""><c>,</c></NS> isn't it?",R,23,1,36,"Sometimes, when you shop on the street , you will see a lot of things that you like, and you can't buy them once , then maybe you will feel very sad. | funny, isn't it? ","['funny', ',', 'is']","JJ , VBZ",intj punct ROOT,ADJ PUNCT AUX,JJ,",",VBZ,intj,punct,ROOT,36,"Sometimes, when you shop on the street , you will see a lot of things that you like, and you can't buy them once , then maybe you will feel very sad. | And then, you may save money for the things you like, nothing to do, just for the poor things what you like so funny, isn't it? ","['And', 'then', ',']","CC RB ,",cc advmod punct,CCONJ ADV PUNCT,CC,RB,",",cc,advmod,punct,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1017,TR160*0100*2000*01,Chinese,17.0,2.2,"I <NS type=""TV""><i>have received</i><c>received</c></NS> your letter yesterday. I <NS type=""RY"">really</NS> <NS type=""AGV""><i>thanks</i><c>thank</c></NS> <NS type=""MA""><c>you</c></NS> for <NS type=""W""><i>your organisation has given me the <NS type=""FN""><i>opportunities</i><c>opportunity</c></NS></i><c>the opportunity your organisation has given me</c></NS> to go <NS type=""R""><i>abroad</i><c>to the</c></NS> U.S.A.",RY,1,1,7,I received your letter yesterday. I | thank you for the opportunity your organisation has given me to go to the U.S.A. ,"['thank', 'you', 'for']",VBP PRP IN,ROOT dobj prep,VERB PRON ADP,VBP,PRP,IN,ROOT,dobj,prep,7,I received your letter yesterday. I | really thank you for the opportunity your organisation has given me to go to the U.S.A. ,"['really', 'thank', 'you']",RB VBP PRP,advmod ROOT dobj,ADV VERB PRON,RB,VBP,PRP,advmod,ROOT,dobj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1018,TR160*0100*2000*01,Chinese,17.0,2.2,"Regarding <NS type=""UT""><i>to</i></NS> the accommodation, I would prefer to stay in tents <NS type=""RY""><i>more</i><c>rather</c></NS> than log <NS type=""S""><i>carbins</i><c>cabins</c></NS> because I have a lot of <NS type=""FN""><i>experiences</i><c>experience</c></NS> of <NS type=""FV""><i><NS type=""RV""><i>built</i><c>put</c></NS></i><c>putting</c></NS> up my own tents. When I was in <NS type=""RP""><i>highschool</i><c>high school</c></NS> I used to be a member of the <NS type=""RN"">campfire</NS>.",RN,1,1,43,"Regarding the accommodation, I would prefer to stay in tents rather than log cabins because I have a lot of experience of putting up my own tents. When I was in high school I used to be a member of the | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,43,"Regarding the accommodation, I would prefer to stay in tents rather than log cabins because I have a lot of experience of putting up my own tents. When I was in high school I used to be a member of the | campfire. ","['campfire', '.', '_']",NN . _,pobj punct _,NOUN PUNCT _,NN,.,_,pobj,punct,_,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
1019,TR160*0100*2000*01,Chinese,17.0,2.1,"<NS type=""UT""><i>For <NS type=""DY""><i>frank</i><c>frankly</c></NS></i><c>Frankly</c></NS>, I like to <NS type=""FV""><i>shopping</i><c>shop</c></NS>. <NS type=""R"">Of course not because of buying things</NS>. I like to <NS type=""RV""><i>have</i><c>go</c></NS> window shopping <NS type=""R"">that is good to go <NS type=""S""><i>arround</i><c>around</c></NS></NS> the shopping <NS type=""RN""><i>area</i><c>centre</c></NS>. It <NS type=""TV""><i>would help</i><c>helps</c></NS> you <NS type=""MV""><c>keep</c></NS> up to <NS type=""UD""><i>the</i></NS> date<NS type=""UP""><i>. <NS type=""MT""><i>What</i><c>With what</c></NS></i><c> with what</c></NS> fashion is <NS type=""R""><i>hit</i><c>in</c></NS> now.",R,7,1,7,"Frankly, I like to shop. | . I like to go window shopping that is good to go around the shopping centre. It helps you keep up to date with what fashion is in now. ","['.', 'I', 'like']",. PRP VBP,punct nsubj ROOT,PUNCT PRON VERB,.,PRP,VBP,punct,nsubj,ROOT,7,"Frankly, I like to shop. | Of course not because of buying things. I like to go window shopping that is good to go around the shopping centre. It helps you keep up to date with what fashion is in now. ","['Of', 'course', 'not']",RB RB RB,advmod advmod neg,ADV ADV PART,RB,RB,RB,advmod,advmod,neg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1035,TR949*0100*2000*01,Chinese,40.0,5.2,"I think that the best and most convenient time for me to travel would be in July. This is because it falls on my <NS type=""RN"">semester</NS> holidays and <NS type=""UC""><i>that</i></NS> it is also summer in America. This trip will give me a chance to relax during my holidays, as well as <NS type=""FV""><i>allow</i><c>allowing</c></NS> me to gain valuable knowledge and experience.",RN,1,1,25,"I think that the best and most convenient time for me to travel would be in July. This is because it falls on my | holidays and it is also summer in America. This trip will give me a chance to relax during my holidays, as well as allowing me to gain valuable knowledge and experience. ","['holidays', 'and', 'it']",NNS CC PRP,pobj cc nsubj,NOUN CCONJ PRON,NNS,CC,PRP,pobj,cc,nsubj,25,"I think that the best and most convenient time for me to travel would be in July. This is because it falls on my | semester holidays and it is also summer in America. This trip will give me a chance to relax during my holidays, as well as allowing me to gain valuable knowledge and experience. ","['semester', 'holidays', 'and']",NN NNS CC,compound pobj cc,NOUN NOUN CCONJ,NN,NNS,CC,compound,pobj,cc,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1044,TR731*0100*2000*01,Chinese,36.0,4.2,"Thank you very much for your letter. I am glad to be informed that I have won first prize in your competition. I am now <NS type=""IV""><i>writting</i><c>writing</c></NS> this letter to give you further information about myself <NS type=""ID"">with pleasure</NS>.",ID,2,1,37,Thank you very much for your letter. I am glad to be informed that I have won first prize in your competition. I am now writing this letter to give you further information about myself | . ,"['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,37,Thank you very much for your letter. I am glad to be informed that I have won first prize in your competition. I am now writing this letter to give you further information about myself | with pleasure. ,"['with', 'pleasure', '.']",IN NN .,prep pobj punct,ADP NOUN PUNCT,IN,NN,.,prep,pobj,punct,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1045,TR731*0100*2000*01,Chinese,36.0,4.2,"Regarding <NS type=""UT""><i>to</i></NS> the <NS type=""S""><i>accomodation</i><c>accommodation</c></NS>, I would prefer to stay in tents because I think it will be closer to <NS type=""UD""><i>the</i></NS> nature. I am sure I will have a lot of fun and release myself from <NS type=""R"">the busy study</NS> totally.",R,3,1,35,"Regarding the accommodation, I would prefer to stay in tents because I think it will be closer to nature. I am sure I will have a lot of fun and release myself from | totally. ","['totally', '.', '_']",RB . _,pcomp punct _,ADV PUNCT _,RB,.,_,pcomp,punct,_,35,"Regarding the accommodation, I would prefer to stay in tents because I think it will be closer to nature. I am sure I will have a lot of fun and release myself from | the busy study totally. ","['the', 'busy', 'study']",DT JJ NN,det amod pobj,DET ADJ NOUN,DT,JJ,NN,det,amod,pobj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1074,TR431*0100*2000*01,Chinese,27.0,3.2,"<NS type=""L"">Yours sincerely,</NS>",L,2,1,0,| ,"['_', '_', '_']",_ _ _,_ _ _,_ _ _,_,_,_,_,_,_,0,"| Yours sincerely, ","['Yours', 'sincerely', ',']","PRP RB ,",ROOT advmod punct,PRON ADV PUNCT,PRP,RB,",",ROOT,advmod,punct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1162,TR1095*0100*2000*01,Chinese,22.0,3.1,"I am writing to inform <NS type=""MA""><c>you</c></NS> that I can only go in July, the summer holiday, because I have got a place <NS type=""RT""><i>in</i><c>at</c></NS> <NS type=""UD""><i>the</i></NS> university and it will start in August. Is <NS type=""UA""><i>there</i></NS> the time I request available? I would also like to ask <NS type=""M""></NS> accommodation you offer <NS type=""AGV""><i>are</i><c>is</c></NS> in <NS type=""RN""><i>tens</i><c>tents</c></NS> or log cabins. If I can choose I would prefer <NS type=""RN""><i>tens</i><c>tents</c></NS>. I like to sleep on open land and see the sun come up in the morning.",M,1,1,46,"I am writing to inform you that I can only go in July, the summer holiday, because I have got a place at university and it will start in August. Is the time I request available? I would also like to ask | accommodation you offer is in tents or log cabins. If I can choose I would prefer tents. I like to sleep on open land and see the sun come up in the morning. ","['accommodation', 'you', 'offer']",NN PRP VBP,dobj nsubj relcl,NOUN PRON VERB,NN,PRP,VBP,dobj,nsubj,relcl,46,"I am writing to inform you that I can only go in July, the summer holiday, because I have got a place at university and it will start in August. Is the time I request available? I would also like to ask | accommodation you offer is in tents or log cabins. If I can choose I would prefer tents. I like to sleep on open land and see the sun come up in the morning. ","['accommodation', 'you', 'offer']",NN PRP VBP,dobj nsubj relcl,NOUN PRON VERB,NN,PRP,VBP,dobj,nsubj,relcl,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
1163,TR1095*0100*2000*01,Chinese,22.0,2.3,"Shopping is not always enjoyable. I don't really like shopping. <NS type=""RY""><i>Sometime</i><c>Sometimes</c></NS> when I'm <NS type=""RJ""><i>boring</i><c>bored</c></NS> and can't find something else to do<NS type=""RP""><i>.</i><c>,</c></NS> I go look round <NS type=""MD""><c>the</c></NS> shops. When I see some clothes in the window I like, I <NS type=""UV""><i>would</i></NS> go in and try them <NS type=""MY""><c>on</c></NS>. But I always <NS type=""AGV""><i>finds</i><c>find</c></NS> <NS type=""AGA""><i>it</i><c>they</c></NS> <NS type=""MV""><c>do</c></NS> not look nice on me. <NS type=""R"">The other thing I don't like going shopping is</NS> <NS type=""RT""><i>in</i><c>at</c></NS> the weekend. All the shops are full of people, and people treat the <NS type=""RN""><i><NS type=""S""><i>articals</i><c>articles</c></NS></i><c>items</c></NS> like rubbish<NS type=""RP""><i>. <NS type=""FV""><i>Hang</i><c>Hanging</c></NS></i><c>, hanging</c></NS> them <NS type=""RP""><i>every where</i><c>everywhere</c></NS> after they <NS type=""TV""><i>tried</i><c>have tried</c></NS> <NS type=""M""><c>them on</c></NS> and <NS type=""MV""><c>found</c></NS> that <NS type=""MA""><c>they</c></NS> <NS type=""RV""><i><NS type=""AGV""><i>was</i><c>were</c></NS></i><c>did</c></NS> not suit them.",R,9,1,65,"Shopping is not always enjoyable. I don't really like shopping. Sometimes when I'm bored and can't find something else to do, I go look round the shops. When I see some clothes in the window I like, I go in and try them on. But I always find they do not look nice on me. | at the weekend. All the shops are full of people, and people treat the items like rubbish, hanging them everywhere after they have tried them on and found that they did not suit them. ","['at', 'the', 'weekend']",IN DT NN,ROOT det pobj,ADP DET NOUN,IN,DT,NN,ROOT,det,pobj,65,"Shopping is not always enjoyable. I don't really like shopping. Sometimes when I'm bored and can't find something else to do, I go look round the shops. When I see some clothes in the window I like, I go in and try them on. But I always find they do not look nice on me. | The other thing I don't like going shopping is at the weekend. All the shops are full of people, and people treat the items like rubbish, hanging them everywhere after they have tried them on and found that they did not suit them. ","['The', 'other', 'thing']",DT JJ NN,det amod nsubj,DET ADJ NOUN,DT,JJ,NN,det,amod,nsubj,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1194,TR298*0100*2000*01,Chinese,26.0,3.2,"I am good at singing and photography. I can sing most kinds of songs, such as pop music, folk. I like taking <NS type=""FN""><i>photograph</i><c>photographs</c></NS>, <NS type=""R"">in my only room</NS>. There are all kinds of photos, for example, <NS type=""M""><c>of the</c></NS> beach, sea<NS type=""MP""><c>,</c></NS> trees and so on.",R,4,1,28,"I am good at singing and photography. I can sing most kinds of songs, such as pop music, folk. I like taking photographs, | . There are all kinds of photos, for example, of the beach, sea, trees and so on. ","['.', 'There', 'are']",. EX VBP,punct expl ROOT,PUNCT PRON AUX,.,EX,VBP,punct,expl,ROOT,28,"I am good at singing and photography. I can sing most kinds of songs, such as pop music, folk. I like taking photographs, | in my only room. There are all kinds of photos, for example, of the beach, sea, trees and so on. ","['in', 'my', 'only']",IN PRP$ JJ,prep poss amod,ADP DET ADJ,IN,PRP$,JJ,prep,poss,amod,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1195,TR298*0100*2000*01,Chinese,26.0,3.1,"The aim of this report is to suggest which lessons and <NS type=""RN"">lessons</NS> <NS type=""MV""><c>should</c></NS> be filmed <NS type=""RT""><i>into</i><c>for</c></NS> a short video. In order to write the report I interviewed about one hundred students who are studying in our English class.",RN,1,1,11,The aim of this report is to suggest which lessons and | should be filmed for a short video. In order to write the report I interviewed about one hundred students who are studying in our English class. ,"['should', 'be', 'filmed']",MD VB VBN,aux auxpass conj,VERB AUX VERB,MD,VB,VBN,aux,auxpass,conj,11,The aim of this report is to suggest which lessons and | lessons should be filmed for a short video. In order to write the report I interviewed about one hundred students who are studying in our English class. ,"['lessons', 'should', 'be']",NNS MD VB,conj aux auxpass,NOUN VERB AUX,NNS,MD,VB,conj,aux,auxpass,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
1196,TR298*0100*2000*01,Chinese,26.0,3.1,"The majority of them said it's a good idea to <NS type=""RV""><i>make</i><c>do</c></NS> something about Maths and English study skills. Sixty percent recommended that the activity which <NS type=""R"">called make the brain up in the morning class</NS> should be filmed. Ten of them said <NS type=""MA""><c>we</c></NS> should <NS type=""RV""><i>make</i><c>film</c></NS> <NS type=""UD""><i>the</i></NS> computing. Two thirds said we should film <NS type=""R"">a part of playing football</NS>.",R,9,1,27,The majority of them said it's a good idea to do something about Maths and English study skills. Sixty percent recommended that the activity which | should be filmed. Ten of them said we should film computing. Two thirds said we should film a part of playing football . ,"['should', 'be', 'filmed']",MD VB VBN,aux auxpass relcl,VERB AUX VERB,MD,VB,VBN,aux,auxpass,relcl,27,The majority of them said it's a good idea to do something about Maths and English study skills. Sixty percent recommended that the activity which | called make the brain up in the morning class should be filmed. Ten of them said we should film computing. Two thirds said we should film a part of playing football . ,"['called', 'make', 'the']",VBD VB DT,relcl ccomp det,VERB VERB DET,VBD,VB,DT,relcl,ccomp,det,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1197,TR298*0100*2000*01,Chinese,26.0,3.1,"The majority of them said it's a good idea to <NS type=""RV""><i>make</i><c>do</c></NS> something about Maths and English study skills. Sixty percent recommended that the activity which <NS type=""R"">called make the brain up in the morning class</NS> should be filmed. Ten of them said <NS type=""MA""><c>we</c></NS> should <NS type=""RV""><i>make</i><c>film</c></NS> <NS type=""UD""><i>the</i></NS> computing. Two thirds said we should film <NS type=""R"">a part of playing football</NS>.",R,5,1,55,The majority of them said it's a good idea to do something about Maths and English study skills. Sixty percent recommended that the activity which called make the brain up in the morning class should be filmed. Ten of them said we should film computing. Two thirds said we should film | . ,"['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,55,The majority of them said it's a good idea to do something about Maths and English study skills. Sixty percent recommended that the activity which called make the brain up in the morning class should be filmed. Ten of them said we should film computing. Two thirds said we should film | a part of playing football. ,"['a', 'part', 'of']",DT NN IN,det dobj prep,DET NOUN ADP,DT,NN,IN,det,dobj,prep,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1198,TR298*0100*2000*01,Chinese,26.0,3.1,"Although Maths is very boring, it is very important <NS type=""UT""><i>in</i></NS> nowadays. English is the most popular language in the world<NS type=""RP""><i>, what's</i><c>. What's</c></NS> more, more and more people <NS type=""TV""><i>start</i><c>are starting</c></NS> to learn English. <NS type=""R"">The activity of making brain up</NS> can help us remember new words. Playing football is good for <NS type=""MD""><c>your</c></NS> health.",R,6,1,36,"Although Maths is very boring, it is very important nowadays. English is the most popular language in the world. What's more, more and more people are starting to learn English. | can help us remember new words. Playing football is good for your health. ","['can', 'help', 'us']",MD VB PRP,aux ROOT nsubj,VERB VERB PRON,MD,VB,PRP,aux,ROOT,nsubj,36,"Although Maths is very boring, it is very important nowadays. English is the most popular language in the world. What's more, more and more people are starting to learn English. | The activity of making brain up can help us remember new words. Playing football is good for your health. ","['The', 'activity', 'of']",DT NN IN,det nsubj prep,DET NOUN ADP,DT,NN,IN,det,nsubj,prep,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1199,TR298*0100*2000*01,Chinese,26.0,3.1,"It is recommended that <NS type=""MA""><c>something</c></NS> should be filmed about Maths, English study skills,<NS type=""R"">make brain up</NS> and <NS type=""U""><i>a part of</i></NS> playing football.",R,3,1,15,"It is recommended that something should be filmed about Maths, English study skills, | and playing football. ","['and', 'playing', 'football']",CC VBG NN,cc conj dobj,CCONJ VERB NOUN,CC,VBG,NN,cc,conj,dobj,15,"It is recommended that something should be filmed about Maths, English study skills, | make brain up and playing football. ","['make', 'brain', 'up']",VB NN RP,conj dobj prt,VERB NOUN ADP,VB,NN,RP,conj,dobj,prt,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1235,TR839*0100*2000*02,Chinese,29.0,4.1,"Finally, we would like to <NS type=""RV""><i>say</i><c>ask</c></NS> you to think about our suggestion<NS type=""RP""><i>, the</i><c>. The</c></NS> show would be fantastic<NS type=""RP""><i>, we</i><c>. We</c></NS> would <NS type=""RV""><i>know</i><c>learn</c></NS> about the latest fashions, <NS type=""UD""><i>the</i></NS> Leisure and sports wear, and also learn about how to <NS type=""RV"">make up</NS>. It's a great opportunity to <NS type=""RV""><i>know</i><c>learn</c></NS> more about fashion. Please, let us go to the show, <NS type=""L""><i>for</i><c>because</c></NS> students are <NS type=""MV""><c>admitted</c></NS> free.",RV,2,1,39,"Finally, we would like to ask you to think about our suggestion. The show would be fantastic. We would learn about the latest fashions, Leisure and sports wear, and also learn about how to | . It's a great opportunity to learn more about fashion. Please, let us go to the show, because students are admitted free. ","['.', 'It', ""'s""]",. PRP VBZ,punct nsubj ROOT,PUNCT PRON AUX,.,PRP,VBZ,punct,nsubj,ROOT,39,"Finally, we would like to ask you to think about our suggestion. The show would be fantastic. We would learn about the latest fashions, Leisure and sports wear, and also learn about how to | make up. It's a great opportunity to learn more about fashion. Please, let us go to the show, because students are admitted free. ","['make', 'up', '.']",VB RP .,pcomp prt punct,VERB ADP PUNCT,VB,RP,.,pcomp,prt,punct,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1236,TR839*0100*2000*02,Chinese,29.0,3.3,"Although computers will give us all the material things, <NS type=""AGA""><i>it</i><c>they</c></NS> <NS type=""RV""><i>could</i><c>will</c></NS> not give us things like the feeling of being in your home, <NS type=""R"">have</NS>, etc. <NS type=""AGD""><i>That</i><c>Those</c></NS> things won't change in our home. We will live in our homes with our family, who will give us love ...<NS type=""UP""><i>,</i></NS> that kind of <NS type=""AGN""><i>things</i><c>thing</c></NS> will never change.",R,1,1,25,"Although computers will give us all the material things, they will not give us things like the feeling of being in your home, | , etc. Those things won't change in our home. We will live in our homes with our family, who will give us love ... that kind of thing will never change. ","[',', 'etc', '.']",", FW .",punct dobj punct,PUNCT X PUNCT,",",FW,.,punct,dobj,punct,25,"Although computers will give us all the material things, they will not give us things like the feeling of being in your home, | have, etc. Those things won't change in our home. We will live in our homes with our family, who will give us love ... that kind of thing will never change. ","['have', ',', 'etc']","VBP , FW",dep punct conj,AUX PUNCT X,VBP,",",FW,dep,punct,conj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1237,TR839*0100*2000*02,Chinese,29.0,3.3,"In conclusion, in the future home our <NS type=""ID""><i>conditions of life</i><c>living conditions</c></NS> will <NS type=""RV""><i>approve</i><c>improve</c></NS>, and <NS type=""MD""><c>the</c></NS> computer will be very important for us, but <NS type=""SX""><i>is</i><c>it</c></NS> won't control us, because we still have the most important thing <NS type=""RT""><i>of</i><c>in</c></NS> a home <NS type=""R"">= have</NS><NS type=""RP""><i>, that</i><c>. That</c></NS> will be the same as now.",R,2,1,41,"In conclusion, in the future home our living conditions will improve, and the computer will be very important for us, but it won't control us, because we still have the most important thing in a home | . That will be the same as now. ","['.', 'That', 'will']",. DT MD,punct nsubj aux,PUNCT DET VERB,.,DT,MD,punct,nsubj,aux,41,"In conclusion, in the future home our living conditions will improve, and the computer will be very important for us, but it won't control us, because we still have the most important thing in a home | = have. That will be the same as now. ","['=', 'have', '.']",SYM VB .,punct parataxis punct,SYM AUX PUNCT,SYM,VB,.,punct,parataxis,punct,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1277,TR232*0100*2000*02,Chinese,22.0,2.3,"Firstly, I'm very glad to hear from you. Thank you for <NS type=""FV""><i>being organised</i><c>organising</c></NS> the programme for our class<NS type=""RP""><i>,</i><c>.</c></NS> I think you <NS type=""TV""><i>may think</i><c>have thought</c></NS> <NS type=""W""><i>about a long time</i><c>a long time about</c></NS> <NS type=""UC""><i>that</i></NS> how <NS type=""W""><i><NS type=""RV""><i>shall</i><c>should</c></NS> we</i><c>we should</c></NS> study during <NS type=""MD""><c>these</c></NS> three days. We have seen your programme, and like all of those <NS type=""MN""></NS>, especially the Science Museum<NS type=""RP""><i>, it</i><c>. It</c></NS> will <NS type=""MV""><c>be</c></NS> good for us to increase our knowledge, and so on.",MN,1,1,50,"Firstly, I'm very glad to hear from you. Thank you for organising the programme for our class. I think you have thought a long time about how we should study during these three days. We have seen your programme, and like all of those | , especially the Science Museum. It will be good for us to increase our knowledge, and so on. ","[',', 'especially', 'the']",", RB DT",punct advmod det,PUNCT ADV DET,",",RB,DT,punct,advmod,det,50,"Firstly, I'm very glad to hear from you. Thank you for organising the programme for our class. I think you have thought a long time about how we should study during these three days. We have seen your programme, and like all of those | , especially the Science Museum. It will be good for us to increase our knowledge, and so on. ","[',', 'especially', 'the']",", RB DT",punct advmod det,PUNCT ADV DET,",",RB,DT,punct,advmod,det,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
1278,TR232*0100*2000*02,Chinese,22.0,2.3,"Secondly, I wonder if you know <NS type=""R""><i>it will have</i><c>that the</c></NS> ""London fashion and Leisure <NS type=""MN""><c>Show</c></NS>"" <NS type=""TV""><i>be</i><c>will be</c></NS> <NS type=""RV""><i>showed</i><c>held</c></NS> on Tuesday <NS type=""RT""><i>in</i><c>at</c></NS> <NS type=""MD""><c>the</c></NS> Central Exhibition Hall. In other words, what they will <NS type=""RV"">introduce</NS><NS type=""UP""><i>,</i></NS> is <NS type=""L""><i>most</i><c>very</c></NS> <NS type=""RJ""><i>interested in</i><c>interesting to</c></NS> us<NS type=""RP""><i>,</i><c>.</c></NS> <NS type=""R"">I mean it's conflict</NS> with your plan<NS type=""RP""><i>, what</i><c>. What</c></NS> a pity!",RV,1,1,34,"Secondly, I wonder if you know that the ""London fashion and Leisure Show"" will be held on Tuesday at the Central Exhibition Hall. In other words, what they will | is very interesting to us. I mean it's conflict with your plan. What a pity! ","['is', 'very', 'interesting']",VBZ RB JJ,ROOT advmod acomp,AUX ADV ADJ,VBZ,RB,JJ,ROOT,advmod,acomp,34,"Secondly, I wonder if you know that the ""London fashion and Leisure Show"" will be held on Tuesday at the Central Exhibition Hall. In other words, what they will | introduce is very interesting to us. I mean it's conflict with your plan. What a pity! ","['introduce', 'is', 'very']",VB VBZ RB,csubj ROOT advmod,VERB AUX ADV,VB,VBZ,RB,csubj,ROOT,advmod,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1279,TR232*0100*2000*02,Chinese,22.0,2.3,"Secondly, I wonder if you know <NS type=""R""><i>it will have</i><c>that the</c></NS> ""London fashion and Leisure <NS type=""MN""><c>Show</c></NS>"" <NS type=""TV""><i>be</i><c>will be</c></NS> <NS type=""RV""><i>showed</i><c>held</c></NS> on Tuesday <NS type=""RT""><i>in</i><c>at</c></NS> <NS type=""MD""><c>the</c></NS> Central Exhibition Hall. In other words, what they will <NS type=""RV"">introduce</NS><NS type=""UP""><i>,</i></NS> is <NS type=""L""><i>most</i><c>very</c></NS> <NS type=""RJ""><i>interested in</i><c>interesting to</c></NS> us<NS type=""RP""><i>,</i><c>.</c></NS> <NS type=""R"">I mean it's conflict</NS> with your plan<NS type=""RP""><i>, what</i><c>. What</c></NS> a pity!",R,4,1,41,"Secondly, I wonder if you know that the ""London fashion and Leisure Show"" will be held on Tuesday at the Central Exhibition Hall. In other words, what they will introduce is very interesting to us. | with your plan. What a pity! ","['with', 'your', 'plan']",IN PRP$ NN,ROOT poss pobj,ADP DET NOUN,IN,PRP$,NN,ROOT,poss,pobj,41,"Secondly, I wonder if you know that the ""London fashion and Leisure Show"" will be held on Tuesday at the Central Exhibition Hall. In other words, what they will introduce is very interesting to us. | I mean it's conflict with your plan. What a pity! ","['I', 'mean', 'it']",PRP VBP PRP,nsubj parataxis nsubj,PRON VERB PRON,PRP,VBP,PRP,nsubj,parataxis,nsubj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1280,TR232*0100*2000*02,Chinese,22.0,2.3,"All of us want to go to the show<NS type=""RP""><i>, the</i><c>. The</c></NS> generation who are the same <NS type=""SX""><i>ago</i><c>age</c></NS> <NS type=""RT""><i>with</i><c>as</c></NS> us all like <NS type=""MP""><i>make up</i><c>make-up</c></NS>, <NS type=""R"">become beautiful</NS>, and it's important that it will <NS type=""MV""><c>be</c></NS> free for students and just be <NS type=""RV"">showed</NS> <NS type=""MT""><c>for</c></NS> one day. So, we don't want <NS type=""RV""><i><NS type=""FV""><i>lose</i><c>to lose</c></NS></i><c>to miss</c></NS> this chance.",R,2,1,25,"All of us want to go to the show. The generation who are the same age as us all like make-up, | , and it's important that it will be free for students and just be showed for one day. So, we don't want to miss this chance. ","[',', 'and', 'it']",", CC PRP",punct cc nsubj,PUNCT CCONJ PRON,",",CC,PRP,punct,cc,nsubj,25,"All of us want to go to the show. The generation who are the same age as us all like make-up, | become beautiful, and it's important that it will be free for students and just be showed for one day. So, we don't want to miss this chance. ","['become', 'beautiful', ',']","VB JJ ,",ROOT acomp punct,VERB ADJ PUNCT,VB,JJ,",",ROOT,acomp,punct,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
