,student_id,language,overall_score,exam_score,raw_sentence,error_type,error_length,correction_length,correct_error_index,correct_sentence,correct_trigram,correct_trigram_tags,correct_trigram_deps,correct_trigram_poss,correct_trigram_tag_0,correct_trigram_tag_1,correct_trigram_tag_2,correct_trigram_dep_0,correct_trigram_dep_1,correct_trigram_dep_2,incorrect_error_index,incorrect_sentence,incorrect_trigram,incorrect_trigram_tags,incorrect_trigram_deps,incorrect_trigram_poss,incorrect_trigram_tag_0,incorrect_trigram_tag_1,incorrect_trigram_tag_2,incorrect_trigram_dep_0,incorrect_trigram_dep_1,incorrect_trigram_dep_2,0_0_tag,0_1_tag,0_2_tag,1_0_tag,1_1_tag,1_2_tag,2_0_tag,2_1_tag,2_2_tag,0_0_dep,0_1_dep,0_2_dep,1_0_dep,1_1_dep,1_2_dep,2_0_dep,2_1_dep,2_2_dep
0,TR247*0102*2000*02,Russian,25.00,3.2,"<NS type=""RY""><i>At first</i><c>First</c></NS>, I <NS type=""RV""><i>propose</i><c>suggest</c></NS> <NS type=""MA""><c>you</c></NS> <NS type=""FV""><i>to invite</i><c>invite</c></NS> stars and artists not from all <NS type=""MT""><c>over</c></NS> the world, but from only six countries. This change will give <NS type=""M""></NS> <NS type=""MD""><c>the</c></NS> opportunity to <NS type=""R"">create some different performance</NS>.",M,1,1,26,"First, I suggest you invite stars and artists not from all over the world, but from only six countries. This change will give | the opportunity to create some different performance . ","['the', 'opportunity', 'to']",DT NN TO,det dobj aux,DET NOUN PART,DT,NN,TO,det,dobj,aux,26,"First, I suggest you invite stars and artists not from all over the world, but from only six countries. This change will give | the opportunity to create some different performance . ","['the', 'opportunity', 'to']",DT NN TO,det dobj aux,DET NOUN PART,DT,NN,TO,det,dobj,aux,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
134,TR601*0102*2000*02,Chinese,21.00,2.3,"You mentioned the rules at home and at school in the letter. This <NS type=""AGV""><i>remind</i><c>reminds</c></NS> me of what I experienced during my <NS type=""S""><i>teeenage</i><c>teenage</c></NS> <NS type=""MN""><c>years</c></NS>. In my country the children go to <NS type=""UD""><i>the</i></NS> secondary school when they are <NS type=""RT""><i>at</i><c>in</c></NS> the first year of <NS type=""M""><c>being a</c></NS> <NS type=""DN""><i>teenage</i><c>teenager</c></NS>. <NS type=""DA""><i>Your</i><c>You</c></NS> know, this age is the <NS type=""DJ""><i>trouble</i><c>troublesome</c></NS> age, boys have too much energy and girls want to fall in love with someone. <NS type=""RA""><i>These</i><c>They</c></NS> always annoy the <NS type=""RP""><i>school teacher</i><c>schoolteacher</c></NS> and <NS type=""MD""><c>their</c></NS> parents. <NS type=""RT""><i>In</i><c>As</c></NS> a result of <NS type=""AGA""><i>these</i><c>this</c></NS><NS type=""MP""><c>,</c></NS> the teachers make very strict rules at school, such as students aren't allowed to speak <NS type=""MT""><c>to</c></NS> each other in <NS type=""UD""><i>the</i></NS> class. They <NS type=""TV""><i>had</i><c>have</c></NS> to finish homework <NS type=""RT""><i>in</i><c>within</c></NS> a limited time. They cannot <NS type=""RV"">oppose</NS> <NS type=""UT""><i>to</i></NS> the teacher, girls are not allowed to <NS type=""MV""><c>wear</c></NS> <NS type=""MP""><i>make up</i><c>make-up</c></NS> <NS type=""RC""><i>and</i><c>or</c></NS> wear any <NS type=""RN""><i>accessories</i><c>jewellery</c></NS>. At home, in my experience, my parents didn't allow me to go out in the evening and gave me <NS type=""RQ""><i>much</i><c>a lot of</c></NS> <NS type=""U""><i>amsh</i></NS> homework to do, even in the holiday. They also <NS type=""TV""><i>forbidden</i><c>forbade</c></NS> me to <NS type=""RV""><i>make</i><c>have</c></NS> a boyfriend. I think it is not just what happened in my home<NS type=""MP""><c>,</c></NS> many of my <NS type=""AGN""><i>friend</i><c>friends</c></NS> had the same experience.",RV,1,1,122,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot | the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ","['the', 'teacher', ',']","DT NN ,",det dobj punct,DET NOUN PUNCT,DT,NN,",",det,dobj,punct,122,"You mentioned the rules at home and at school in the letter. This reminds me of what I experienced during my teenage years. In my country the children go to secondary school when they are in the first year of being a teenager. You know, this age is the troublesome age, boys have too much energy and girls want to fall in love with someone. They always annoy the schoolteacher and their parents. As a result of this, the teachers make very strict rules at school, such as students aren't allowed to speak to each other in class. They have to finish homework within a limited time. They cannot | oppose the teacher, girls are not allowed to wear make-up or wear any jewellery. At home, in my experience, my parents didn't allow me to go out in the evening and gave me a lot of homework to do, even in the holiday. They also forbade me to have a boyfriend. I think it is not just what happened in my home, many of my friends had the same experience. ","['oppose', 'the', 'teacher']",VB DT NN,ccomp det dobj,VERB DET NOUN,VB,DT,NN,ccomp,det,dobj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
135,TR601*0102*2000*02,Chinese,21.00,2.3,"Now I'm a mother of two children. They are <NS type=""RA""><i>all</i><c>both</c></NS> in <NS type=""UD""><i>the</i></NS> school. <NS type=""TV""><i>Comparing</i><c>Compared</c></NS> to my experience, I want to give them <NS type=""MD""><c>a</c></NS> more open attitude about everything. I want to be a mother <NS type=""RT""><i>of</i><c>to</c></NS> them and a friend <NS type=""RT""><i>of</i><c>to</c></NS> them. But at school, although I hope the teacher <NS type=""AGV""><i>don't</i><c>doesn't</c></NS> give students so much homework, <NS type=""MC""><c>and</c></NS> <NS type=""AGV""><i>don't</i><c>doesn't</c></NS> <NS type=""FV""><i>forbidden</i><c>forbid</c></NS> the <NS type=""R"">opposite voice</NS> of the students, there <NS type=""AGV""><i>are</i><c>is</c></NS> nothing I can do because of our culture. It's quite sad.",R,2,1,68,"Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother to them and a friend to them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the | of the students, there is nothing I can do because of our culture. It's quite sad. ","['of', 'the', 'students']",IN DT NNS,prep det pobj,ADP DET NOUN,IN,DT,NNS,prep,det,pobj,68,"Now I'm a mother of two children. They are both in school. Compared to my experience, I want to give them a more open attitude about everything. I want to be a mother to them and a friend to them. But at school, although I hope the teacher doesn't give students so much homework, and doesn't forbid the | opposite voice of the students, there is nothing I can do because of our culture. It's quite sad. ","['opposite', 'voice', 'of']",JJ NN IN,amod dobj prep,ADJ NOUN ADP,JJ,NN,IN,amod,dobj,prep,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
136,TR23*0102*2000*02,Portuguese,12.00,2.1,"- Funny plays and films to <NS type=""RV"">spend</NS> the <NS type=""RN""><i>break time</i><c>break</c></NS>;",RV,1,1,6,- Funny plays and films to | the break; ,"['the', 'break', ';']",DT NN .,det pobj punct,DET NOUN PUNCT,DT,NN,.,det,pobj,punct,6,- Funny plays and films to | spend the break; ,"['spend', 'the', 'break']",VB DT NN,relcl det dobj,VERB DET NOUN,VB,DT,NN,relcl,det,dobj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
137,TR23*0102*2000*02,Portuguese,12.00,2.1,"In conclusion, I <NS type=""RV""><i>hope</i><c>believe</c></NS> <NS type=""MA""><c>it</c></NS> will be better next year if these points <NS type=""TV""><i><NS type=""AGV""><i>was</i><c>were</c></NS></i><c>are</c></NS> observed <NS type=""R"">for the each year the event to be</NS> better than before.",R,8,1,16,"In conclusion, I believe it will be better next year if these points are observed | better than before. ","['better', 'than', 'before']",RBR IN RB,advmod prep pcomp,ADV SCONJ ADV,RBR,IN,RB,advmod,prep,pcomp,16,"In conclusion, I believe it will be better next year if these points are observed | for the each year the event to be better than before. ","['for', 'the', 'each']",IN DT DT,prep det det,ADP DET DET,IN,DT,DT,prep,det,det,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
138,TR23*0102*2000*02,Portuguese,12.00,1.1,"I remember <NS type=""AGD""><i>these</i><c>this</c></NS> time in our class when <NS type=""RA""><i>us</i><c>we</c></NS> <NS type=""TV""><i>talking</i><c>were talking</c></NS> <NS type=""R""><i>many</i><c>for a long</c></NS> time about rules and <NS type=""R"">I am missing that time so much</NS>.",R,7,1,18,I remember this time in our class when we were talking for a long time about rules and | . ,"['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,18,I remember this time in our class when we were talking for a long time about rules and | I am missing that time so much. ,"['I', 'am', 'missing']",PRP VBP VBG,nsubj aux conj,PRON AUX VERB,PRP,VBP,VBG,nsubj,aux,conj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,TR89*0102*2000*02,French,31.00,4.1,"First of all, I congratulate you on <NS type=""RV""><i>making</i><c>organising</c></NS> this kind of event. It was such a <NS type=""RJ""><i>good</i><c>great</c></NS> success that some people weren't able to <NS type=""RV""><i>have</i><c>get</c></NS> tickets! You should increase the number of places you <NS type=""RV""><i>give</i><c>offer</c></NS>. <NS type=""RY"">Therefore</NS>, you could invite artists from around the world <NS type=""MC""><c>and</c></NS> not only from six countries: it would be more pleasant.",RY,1,1,40,"First of all, I congratulate you on organising this kind of event. It was such a great success that some people weren't able to get tickets! You should increase the number of places you offer. | , you could invite artists from around the world and not only from six countries: it would be more pleasant. ","[',', 'you', 'could']",", PRP MD",punct nsubj aux,PUNCT PRON VERB,",",PRP,MD,punct,nsubj,aux,40,"First of all, I congratulate you on organising this kind of event. It was such a great success that some people weren't able to get tickets! You should increase the number of places you offer. | Therefore, you could invite artists from around the world and not only from six countries: it would be more pleasant. ","['Therefore', ',', 'you']","RB , PRP",advmod punct nsubj,ADV PUNCT PRON,RB,",",PRP,advmod,punct,nsubj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
140,TR89*0102*2000*02,French,31.00,4.1,"Although I am keen on classical music, I found some <NS type=""FN""><i>concerts</i><c>concert</c></NS> <NS type=""S""><i>halled</i><c>halls</c></NS> too small. I was wondering if you could improve that? Also, there were <NS type=""MQ""><c>some</c></NS> interesting films but not enough. Perhaps<NS type=""UP""><i>,</i></NS> you could possibly <NS type=""RV"">meet</NS> some producers<NS type=""UP""><i>,</i></NS> who come from <NS type=""IQ""><i>others</i><c>other</c></NS> countries in order to show different cultures.",RV,1,1,40,"Although I am keen on classical music, I found some concert halls too small. I was wondering if you could improve that? Also, there were some interesting films but not enough. Perhaps you could possibly | some producers who come from other countries in order to show different cultures. ","['some', 'producers', 'who']",DT NNS WP,det dobj nsubj,DET NOUN PRON,DT,NNS,WP,det,dobj,nsubj,40,"Although I am keen on classical music, I found some concert halls too small. I was wondering if you could improve that? Also, there were some interesting films but not enough. Perhaps you could possibly | meet some producers who come from other countries in order to show different cultures. ","['meet', 'some', 'producers']",VB DT NNS,ROOT det dobj,VERB DET NOUN,VB,DT,NNS,ROOT,det,dobj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
141,TR89*0102*2000*02,French,31.00,4.1,"<NS type=""RY"">Besides</NS>, to <NS type=""RV""><i>pay</i><c>buy</c></NS> one reasonably-priced weekend ticket for all events is excellent because we could see all that we wanted without paying each time.",RY,1,1,0,"| , to buy one reasonably-priced weekend ticket for all events is excellent because we could see all that we wanted without paying each time. ","[',', 'to', 'buy']",", TO VB",punct aux csubj,PUNCT PART VERB,",",TO,VB,punct,aux,csubj,0,"| Besides, to buy one reasonably-priced weekend ticket for all events is excellent because we could see all that we wanted without paying each time. ","['Besides', ',', 'to']","RB , TO",advmod punct aux,ADV PUNCT PART,RB,",",TO,advmod,punct,aux,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
142,TR960*0102*2000*02,French,34.00,4.2,"Of course when you're in class you have to behave yourself<NS type=""R""><i>,</i><c> and</c></NS> be polite with the teacher and the other <NS type=""RP""><i>school children</i><c>schoolchildren</c></NS>. During the break <NS type=""UY""><i>too</i></NS>, usually some teachers stay out and keep an eye on you. I think nowadays, children are more free and <NS type=""RJ"">heard</NS><NS type=""RP""><i>,</i><c>.</c></NS> I mean <NS type=""MT""><c>as regards</c></NS> the contact between them and adults. Usually they know what they're allowed to do or not and if they don't respect it, the teacher not only punishes them (<NS type=""MC""><c>though</c></NS> not always) but also speaks with them.",RJ,1,1,48,"Of course when you're in class you have to behave yourself and be polite with the teacher and the other schoolchildren. During the break , usually some teachers stay out and keep an eye on you. I think nowadays, children are more free and | . I mean as regards the contact between them and adults. Usually they know what they're allowed to do or not and if they don't respect it, the teacher not only punishes them (though not always) but also speaks with them. ","['.', 'I', 'mean']",. PRP VBP,punct nsubj ROOT,PUNCT PRON VERB,.,PRP,VBP,punct,nsubj,ROOT,48,"Of course when you're in class you have to behave yourself and be polite with the teacher and the other schoolchildren. During the break , usually some teachers stay out and keep an eye on you. I think nowadays, children are more free and | heard. I mean as regards the contact between them and adults. Usually they know what they're allowed to do or not and if they don't respect it, the teacher not only punishes them (though not always) but also speaks with them. ","['heard', '.', 'I']",VBN . PRP,conj punct nsubj,VERB PUNCT PRON,VBN,.,PRP,conj,punct,nsubj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
143,TR761*0102*2000*02,Spanish,26.00,3.2,"Firstly, I want to congratulate you <NS type=""RT""><i>for</i><c>on</c></NS> the idea<NS type=""RP""><i>,</i><c>.</c></NS> I think that <NS type=""W""><i><NS type=""UA""><i>it's</i><c>is</c></NS> very important the development of the arts</i><c>the development of the arts is very important</c></NS> and that everybody could <NS type=""RV""><i>assist</i><c>attend</c></NS> without paying too much. Having <NS type=""RQ""><i>a</i><c>one</c></NS> ticket for all the events is a great method because it's <NS type=""RJ"">an organised</NS> way of paying and you <NS type=""RV""><i>win</i><c>save</c></NS> time.",RJ,2,1,46,"Firstly, I want to congratulate you on the idea. I think that the development of the arts is very important and that everybody could attend without paying too much. Having one ticket for all the events is a great method because it's | way of paying and you save time. ","['way', 'of', 'paying']",NN IN VBG,attr prep pobj,NOUN ADP VERB,NN,IN,VBG,attr,prep,pobj,46,"Firstly, I want to congratulate you on the idea. I think that the development of the arts is very important and that everybody could attend without paying too much. Having one ticket for all the events is a great method because it's | an organised way of paying and you save time. ","['an', 'organised', 'way']",DT JJ NN,det amod attr,DET ADJ NOUN,DT,JJ,NN,det,amod,attr,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
144,TR761*0102*2000*02,Spanish,26.00,3.1,"So, I'm free when I'm out of <NS type=""UD""><i>the</i></NS> school. <NS type=""CE"">I'd like it would be nicer going there</NS>.",CE,8,1,12,"So, I'm free when I'm out of school. | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,12,"So, I'm free when I'm out of school. | I'd like it would be nicer going there. ","['I', ""'d"", 'like']",PRP MD VB,nsubj aux ROOT,PRON VERB VERB,PRP,MD,VB,nsubj,aux,ROOT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,TR702*0102*2000*01,Catalan,26.0,3.2,"In the advertisement for the show I also read that it was going to begin at half past seven p.m. but, <NS type=""R""><i>in fact</i><c>actually</c></NS>, it began at eight fifteen. I also<NS type=""UP""><i>,</i></NS> found out that no discounts were available. In spite of it <NS type=""FV""><i>was</i><c>being</c></NS> said in the advertisement <NS type=""M""></NS>.",M,1,1,49,"In the advertisement for the show I also read that it was going to begin at half past seven p.m. but, actually, it began at eight fifteen. I also found out that no discounts were available. In spite of it being said in the advertisement | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,49,"In the advertisement for the show I also read that it was going to begin at half past seven p.m. but, actually, it began at eight fifteen. I also found out that no discounts were available. In spite of it being said in the advertisement | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,True,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,True,True
146,TR159*0102*2000*01,Spanish,26.0,4.1,"But the play started <NS type=""S""><i>fourty-five</i><c>forty-five</c></NS> minutes late, and the star of the show, of whom I'm a great fan <NS type=""R"">an</NS> who was the <NS type=""DJ""><i>mainly</i><c>main</c></NS> reason <NS type=""RT""><i>of</i><c>for</c></NS> why I decided to see the play, <NS type=""TV""><i>was changed</i><c>had been changed</c></NS> for another actor, <NS type=""R""><i>how</i><c>who</c></NS> turned out to be really bad.",R,1,1,24,"But the play started forty-five minutes late, and the star of the show, of whom I'm a great fan | who was the main reason for why I decided to see the play, had been changed for another actor, who turned out to be really bad. ","['who', 'was', 'the']",WP VBD DT,nsubj relcl det,PRON AUX DET,WP,VBD,DT,nsubj,relcl,det,24,"But the play started forty-five minutes late, and the star of the show, of whom I'm a great fan | an who was the main reason for why I decided to see the play, had been changed for another actor, who turned out to be really bad. ","['an', 'who', 'was']",DT WP VBD,attr nsubj relcl,DET PRON AUX,DT,WP,VBD,attr,nsubj,relcl,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
147,TR51*0102*2000*01,Italian,22.0,2.,"Conclusion: I do think, however, <NS type=""SX""><i>the</i><c>that</c></NS> modern technology is essential for human <NS type=""AGN""><i>being</i><c>beings</c></NS> nowadays. Although the world of computers will develop day by day, I <NS type=""RY"">lively</NS> hope we (human <NS type=""AGN""><i>being</i><c>beings</c></NS>) <NS type=""TV""><i>could</i><c>can</c></NS> <NS type=""S""><i>mantain</i><c>maintain</c></NS> our <NS type=""RN""><i>personality</i><c>way</c></NS> of seeing things.",RY,1,1,30,"Conclusion: I do think, however, that modern technology is essential for human beings nowadays. Although the world of computers will develop day by day, I | hope we (human beings) can maintain our way of seeing things. ","['hope', 'we', '(']",VBP PRP -LRB-,ROOT nsubj punct,VERB PRON PUNCT,VBP,PRP,-LRB-,ROOT,nsubj,punct,30,"Conclusion: I do think, however, that modern technology is essential for human beings nowadays. Although the world of computers will develop day by day, I | lively hope we (human beings) can maintain our way of seeing things. ","['lively', 'hope', 'we']",RB VBP PRP,advmod ROOT nsubj,ADV VERB PRON,RB,VBP,PRP,advmod,ROOT,nsubj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
148,TR317*0102*2000*01,Spanish,24.0,2.3T,"On the other hand<NS type=""MP""><c>,</c></NS> the main disadvantage is that using modern machines <NS type=""UA""><i>it</i></NS> can be very difficult for <NS type=""S""><i>ederly</i><c>elderly</c></NS> people; it would be very <NS type=""S"">pratitable</NS> if the modern industries <NS type=""TV""><i>train</i><c>trained</c></NS> people <NS type=""UT""><i>about</i></NS> <NS type=""FV""><i>using</i><c>to use</c></NS> modern technologies.",S,1,1,25,"On the other hand, the main disadvantage is that using modern machines can be very difficult for elderly people; it would be very | if the modern industries trained people to use modern technologies. ","['if', 'the', 'modern']",IN DT JJ,mark det amod,SCONJ DET ADJ,IN,DT,JJ,mark,det,amod,25,"On the other hand, the main disadvantage is that using modern machines can be very difficult for elderly people; it would be very | pratitable if the modern industries trained people to use modern technologies. ","['pratitable', 'if', 'the']",JJ IN DT,acomp mark det,ADJ SCONJ DET,JJ,IN,DT,acomp,mark,det,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
149,TR555*0102*2000*01,Turkish,29.0,4.1,"Rod told this to nobody, except Pat, his best friend. One day, when they were arguing, Pat was very <NS type=""RJ"">anxious</NS> and told what she knew to <NS type=""MD""><c>the</c></NS> police.",RJ,1,1,24,"Rod told this to nobody, except Pat, his best friend. One day, when they were arguing, Pat was very | and told what she knew to the police. ","['and', 'told', 'what']",CC VBD WP,cc conj dobj,CCONJ VERB PRON,CC,VBD,WP,cc,conj,dobj,24,"Rod told this to nobody, except Pat, his best friend. One day, when they were arguing, Pat was very | anxious and told what she knew to the police. ","['anxious', 'and', 'told']",JJ CC VBD,acomp cc conj,ADJ CCONJ VERB,JJ,CC,VBD,acomp,cc,conj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
150,TR225*0102*2000*01,Russian,27.0,3.3,"However, many people<NS type=""UP""><i>,</i></NS> insist that new technologies affect people in a negative way. I would <NS type=""UY""><i>better</i></NS> prefer seeing my father talking to his family instead of staring at <NS type=""R"">blue screen of TV</NS>. But also<NS type=""UP""><i>,</i></NS> I <NS type=""TV""><i>would not be</i><c>am not</c></NS> able to imagine my life without <NS type=""RD""><i>the</i><c>this</c></NS> nice way of <NS type=""S""><i>reciving</i><c>receiving</c></NS> news with <NS type=""R"">help of it</NS>.",R,4,1,29,"However, many people insist that new technologies affect people in a negative way. I would prefer seeing my father talking to his family instead of staring at | . But also I am not able to imagine my life without this nice way of receiving news with help of it . ","['.', 'But', 'also']",. CC RB,punct cc advmod,PUNCT CCONJ ADV,.,CC,RB,punct,cc,advmod,29,"However, many people insist that new technologies affect people in a negative way. I would prefer seeing my father talking to his family instead of staring at | blue screen of TV. But also I am not able to imagine my life without this nice way of receiving news with help of it . ","['blue', 'screen', 'of']",JJ NN IN,amod pobj prep,ADJ NOUN ADP,JJ,NN,IN,amod,pobj,prep,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,TR225*0102*2000*01,Russian,27.0,3.3,"However, many people<NS type=""UP""><i>,</i></NS> insist that new technologies affect people in a negative way. I would <NS type=""UY""><i>better</i></NS> prefer seeing my father talking to his family instead of staring at <NS type=""R"">blue screen of TV</NS>. But also<NS type=""UP""><i>,</i></NS> I <NS type=""TV""><i>would not be</i><c>am not</c></NS> able to imagine my life without <NS type=""RD""><i>the</i><c>this</c></NS> nice way of <NS type=""S""><i>reciving</i><c>receiving</c></NS> news with <NS type=""R"">help of it</NS>.",R,3,1,52,"However, many people insist that new technologies affect people in a negative way. I would prefer seeing my father talking to his family instead of staring at blue screen of TV . But also I am not able to imagine my life without this nice way of receiving news with | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,52,"However, many people insist that new technologies affect people in a negative way. I would prefer seeing my father talking to his family instead of staring at blue screen of TV . But also I am not able to imagine my life without this nice way of receiving news with | help of it. ","['help', 'of', 'it']",NN IN PRP,pobj prep pobj,NOUN ADP PRON,NN,IN,PRP,pobj,prep,pobj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,TR225*0102*2000*01,Russian,27.0,3.3,"Counting <NS type=""MD""><c>the</c></NS> pros and cons, I tend to think that there are more positive points <NS type=""RT""><i>in</i><c>to</c></NS> <NS type=""RV"">working out</NS> and manufacturing new technologies than negative ones anyway. <NS type=""MD""><i>Modern</i><c>A modern</c></NS> girl or boy <NS type=""X""><i>already would not be able</i><c>is already unable</c></NS> to imagine life without them.",RV,2,1,17,"Counting the pros and cons, I tend to think that there are more positive points to | and manufacturing new technologies than negative ones anyway. A modern girl or boy is already unable to imagine life without them. ","['and', 'manufacturing', 'new']",CC VBG JJ,cc conj amod,CCONJ VERB ADJ,CC,VBG,JJ,cc,conj,amod,17,"Counting the pros and cons, I tend to think that there are more positive points to | working out and manufacturing new technologies than negative ones anyway. A modern girl or boy is already unable to imagine life without them. ","['working', 'out', 'and']",VBG RP CC,pcomp prt cc,VERB ADP CCONJ,VBG,RP,CC,pcomp,prt,cc,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
153,TR908*0102*2000*01,Catalan,25.0,3.1,"<NS type=""RA""><i>IT</i><c>THAT</c></NS> ISN'T ALL. WHEN THE SHOW WAS FINISHED, WE WANTED TO GO TO DINNER, AS YOU <NS type=""RV""><i>PUBLISHED</i><c>SUGGESTED</c></NS> <NS type=""RT""><i>ON</i><c>IN</c></NS> THE <NS type=""S""><i>PROGRAMM</i><c>PROGRAMME</c></NS>, BUT THE RESTAURANT WAS CLOSED BECAUSE IT WAS <NS type=""R"">ON PUBLIC WORKS</NS>!!!",R,3,1,33,"THAT ISN'T ALL. WHEN THE SHOW WAS FINISHED, WE WANTED TO GO TO DINNER, AS YOU SUGGESTED IN THE PROGRAMME, BUT THE RESTAURANT WAS CLOSED BECAUSE IT WAS | !!! ","['!', '!', '!']",. . .,punct punct punct,PUNCT PUNCT PUNCT,.,.,.,punct,punct,punct,33,"THAT ISN'T ALL. WHEN THE SHOW WAS FINISHED, WE WANTED TO GO TO DINNER, AS YOU SUGGESTED IN THE PROGRAMME, BUT THE RESTAURANT WAS CLOSED BECAUSE IT WAS | ON PUBLIC WORKS!!! ","['on', 'public', 'works']",IN JJ NNS,prep amod pobj,ADP ADJ NOUN,IN,JJ,NNS,prep,amod,pobj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,TR30*0102*2000*01,Polish,32.0,3.3,"First of all, the prices weren't <NS type=""CE"">lower in any cases although you advertised the information like that</NS>. Then, I expected the show to start on time, but it turned out that I had to wait 45 minutes. Moreover, when the play started at last, I couldn't look at the actors. <NS type=""RY""><i>Especially</i><c>In particular</c></NS> I was disappointed by Danny Brook<NS type=""MP""><c>,</c></NS> who made me nervous with his lack of talent.",CE,11,1,8,"First of all, the prices weren't | . Then, I expected the show to start on time, but it turned out that I had to wait 45 minutes. Moreover, when the play started at last, I couldn't look at the actors. In particular I was disappointed by Danny Brook, who made me nervous with his lack of talent. ","['.', 'Then', ',']",". RB ,",punct advmod punct,PUNCT ADV PUNCT,.,RB,",",punct,advmod,punct,8,"First of all, the prices weren't | lower in any cases although you advertised the information like that. Then, I expected the show to start on time, but it turned out that I had to wait 45 minutes. Moreover, when the play started at last, I couldn't look at the actors. In particular I was disappointed by Danny Brook, who made me nervous with his lack of talent. ","['lower', 'in', 'any']",JJR IN DT,acomp prep det,ADJ ADP DET,JJR,IN,DT,acomp,prep,det,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,TR30*0102*2000*01,Polish,32.0,4.3,"There is no doubt that fashion affects people and makes them obsessed with this subject, but what <NS type=""W""><i>can be designed more</i><c>more can be designed</c></NS>? Can you imagine <NS type=""RD""><i>the</i><c>a</c></NS> trend which <NS type=""TV""><i>will</i><c>would</c></NS> be as shocking as <NS type=""R"">it has never been</NS>?",R,4,1,34,"There is no doubt that fashion affects people and makes them obsessed with this subject, but what more can be designed? Can you imagine a trend which would be as shocking as | ? ","['?', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,34,"There is no doubt that fashion affects people and makes them obsessed with this subject, but what more can be designed? Can you imagine a trend which would be as shocking as | it has never been? ","['it', 'has', 'never']",PRP VBZ RB,nsubj aux neg,PRON AUX ADV,PRP,VBZ,RB,nsubj,aux,neg,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
